sr._no.,work_category,work,state,ida,hon'ble_members_of_parliament,constituency,work_description,recommended_date_x,sanction_date,sanction_amount__₹_,work_status,project_id,recommended_date_y,recommended_amount____₹_,completion_date,amount_disbursed__₹_,total_expenditure,payment_count,latest_payment_date,completed_flag,fund_utilization,expenditure_ratio,project_age_days,over_budget,missing_completion,anomaly_prediction,cost_anomaly_flag,anomaly_score,anomaly_reason
7822,Normal/Others,WS/MP18225/2025-2026/150453-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Sukhram Saroj Son of  Nathi Saroj Add.- Mahrajpur ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work Completed,WS/MP18225/2025-2026/150453,,,2026-02-10,50781.0,50781.0,1.0,2026-01-19,1,0.9996259842519684,,500.0,0,0,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7826,Normal/Others,WS/MP18225/2025-2026/150457-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Shiv Kumar Saroj Son of  Dudhnath Add.- Jugrajpur Raiyapur ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150457,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7827,Normal/Others,WS/MP18225/2025-2026/150458-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Ajay Shankar Yadav Son of  Ram lal Add.- Atar Sui Sarai Bbuin ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150458,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7829,Normal/Others,WS/MP18225/2025-2026/150460-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Laly Yadav Son of Shiv Harsh kidmbi Add.- mirpur banohi ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150460,,,,,50781.0,1.0,2026-04-26,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7833,Normal/Others,WS/MP18225/2025-2026/150464-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Bablu Pasi Son of Shrinath Pasi  Add.- Ahibaranpur Kunda ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150464,,,,,50781.0,1.0,2026-03-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7834,Normal/Others,WS/MP18225/2025-2026/150465-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Madan Pasi Son of Satish Add.- Ramgarh Banohi ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150465,,,,,50781.0,1.0,2026-04-17,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7836,Normal/Others,WS/MP18225/2025-2026/150467-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Pradeep Kumar Yadav Son of  Chandrakesh Add.- Kara Jamethi ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150467,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7837,Normal/Others,WS/MP18225/2025-2026/150468-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Chhedilal Gautam Son of  Shankar Lal Add.- Shahu Mai Kunda ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150468,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7841,Normal/Others,WS/MP18225/2025-2026/150474-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Ram Chandra Yadav Son of  Dhanai Lal yadav Add.- Siya Brej ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150474,,,,,50781.0,1.0,2026-03-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7849,Normal/Others,WS/MP18225/2025-2026/150482-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Sunil Kumar Saroj son of Shriram Add.- Dunda ka purwa Bhawanpur ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150482,,,,,50781.0,1.0,2026-03-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7852,Normal/Others,WS/MP18225/2025-2026/150486-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),"Ratilal Patel son of Nanku Patel   Add.- Jugai ka purwa,kandarau ke Ghar ke samne hundpump",03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150486,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7856,Normal/Others,WS/MP18225/2025-2026/150490-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Shiv lal Patel Son of Raghunath Patel Add.- Lalu Patti ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150490,,,,,50781.0,1.0,2026-04-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7857,Normal/Others,WS/MP18225/2025-2026/150491-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),mohit Saroj Son of Gajraj Saroj   Add.- Kashipur ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150491,,,,,50781.0,1.0,2026-04-26,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7858,Normal/Others,WS/MP18225/2025-2026/150492-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Ram Lakhan jaisawal Son of Badri Prasad Add.- Kusuwapur Kalakakar ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150492,,,,,50781.0,1.0,2026-04-26,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7876,Normal/Others,WS/MP18225/2025-2026/150510-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Ravindra Gautam Son of Ram chandra Add.- Jhigur Babganj ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150510,,,,,50781.0,1.0,2026-04-26,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7878,Normal/Others,WS/MP18225/2025-2026/150512-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Jitendra Patel Son of Ram Singh Add.- Kajipur Kusemar Babganj ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150512,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7879,Normal/Others,WS/MP18225/2025-2026/150513-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Brijesh Saroj Son of Shankar Lal     Add.- Saray Chhatta Babganj ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150513,,,,,50781.0,1.0,2026-03-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7882,Normal/Others,WS/MP18225/2025-2026/150518-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Shyam lal Son of Ishwari Prasad Add.- jagapur Babganj ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150518,,,,,50781.0,1.0,2026-03-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7883,Normal/Others,WS/MP18225/2025-2026/150519-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Arvind Saroj Son of Sarju Prasad Add.- nadiyawa Babganj ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work Completed,WS/MP18225/2025-2026/150519,,,2026-02-11,50781.0,50781.0,1.0,2026-01-19,1,0.9996259842519684,,500.0,0,0,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7884,Normal/Others,WS/MP18225/2025-2026/150520-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Shiv Kumar Yadav Son of Ram Sjiwan Add.- Khanwari Babganj ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150520,,,,,50781.0,1.0,2026-04-16,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7888,Normal/Others,WS/MP18225/2025-2026/150525-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Baijnath Saroj Son of Ram Sumer Add.- Dakhwapur Rampur ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150525,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7899,Normal/Others,WS/MP18225/2025-2026/150536-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Dharmendra Saroj Son of Gangadeen Add.- Beldan ka purwa Jhokwara  ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150536,,,,,50781.0,1.0,2026-04-17,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7901,Normal/Others,WS/MP18225/2025-2026/150538-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Rohit Pal Son of Lallu Lal Pal Add.- Pure Chunha Lawana ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150538,,,,,50781.0,1.0,2026-03-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7902,Normal/Others,WS/MP18225/2025-2026/150539-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Ram Nath Saroj Son of Kalesar Add.- Kandheruwa Rampur ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150539,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7903,Normal/Others,WS/MP18225/2025-2026/150540-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Lalabazar Eidgrah Kalakakar ke me hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150540,,,,,50781.0,1.0,2026-04-26,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7904,Normal/Others,WS/MP18225/2025-2026/150541-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Suresh Yadav Son of Shiv mangal Add.- Aparwal ka purwa Chandapur ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150541,,,,,50781.0,1.0,2026-04-17,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7905,Normal/Others,WS/MP18225/2025-2026/150542-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Abhishek Yadav Son of Gjadhar Add.- Narayan Singh ka purwa ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150542,,,,,50781.0,1.0,2026-03-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7906,Normal/Others,WS/MP18225/2025-2026/150543-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Parmesh Yadav Son of Maikulal Add.- Chhinha Lavana ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150543,,,,,50781.0,1.0,2026-03-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7908,Normal/Others,WS/MP18225/2025-2026/150545-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Kishori Lal Son of Basant Lal Add.- Jhigur Babganj ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150545,,,,,50781.0,1.0,2026-03-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7909,Normal/Others,WS/MP18225/2025-2026/150546-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Arvind Saroj Son of Ram Milan Add.- Khanwari Babganj ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150546,,,,,50781.0,1.0,2026-04-16,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7910,Normal/Others,WS/MP18225/2025-2026/150547-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Kheladhi Son of Ram Autar Pasi Add.- Pure Jhau Babganj ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150547,,,,,50781.0,1.0,2026-04-17,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7913,Normal/Others,WS/MP18225/2025-2026/150551-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Haidar Ali Son of Yasheen Aasuri Add.- Chudiyaman ka purwa panigau ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150551,,,,,50781.0,1.0,2026-04-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7916,Normal/Others,WS/MP18225/2025-2026/150554-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),mohd Islam Son of Lal Mohhmad  Add.-  Rampur ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150554,,,,,50781.0,1.0,2026-04-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7917,Normal/Others,WS/MP18225/2025-2026/150555-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Shiv lal Saroj Son of Bachai Saroj Add.-  Rajpali Rampur ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150555,,,,,50781.0,1.0,2026-04-16,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7919,Normal/Others,WS/MP18225/2025-2026/150558-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Rajman Yadav Son of Sahdev Add.-  kamoli Veerbhanpur ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150558,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7922,Normal/Others,WS/MP18225/2025-2026/150561-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),harikesh Saroj Son of Brijlal Add.-  Sansaripur Heeraganj ke Ghar ke samne hundpump,03-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150561,,,,,50781.0,1.0,2026-04-26,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
7975,Normal/Others,"WS/MP18277/2025-2026/150717-Purchase of hearse van (Four, three and two wheelers)",West Bengal,PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Hearse Van as per attached estimate by Bengal Animate Inc.Residents of Durgapur,04-Nov-2024,2025-04-22,1500000.0,Physical Inspection,WS/MP18277/2025-2026/150717,,,2026-03-30,1489500.0,1489500.0,1.0,2026-03-30,1,0.993,,504.0,0,0,1,0,0.2309996421676354,Detected by Isolation Forest pattern analysis
8001,Normal/Others,WS/MP18335/2025-2026/150744-Construction of additional rooms and halls in the existing public and community building,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA,RAIGARH(ST),Construction of community hall on the existing Community buiding,05-Nov-2024,2026-01-19,1000000.0,Work partially Completed,WS/MP18335/2025-2026/150744,,,,,400000.0,1.0,2026-07-30,0,0.4,,232.0,0,1,1,0,0.10393400986720558,Detected by Isolation Forest pattern analysis
8012,Normal/Others,WS/MP18335/2025-2026/150782-Construction of community centers and community halls,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA,RAIGARH(ST),Construction of Cultural Stage at Chauhanpara Govardhanpur,05-Nov-2024,2025-07-29,200000.0,Work partially Completed,WS/MP18335/2025-2026/150782,,,,,198516.0,1.0,2026-08-31,0,0.99258,,406.0,0,1,1,0,0.2038245366139752,Detected by Isolation Forest pattern analysis
8014,Normal/Others,WS/MP18335/2025-2026/150784-Construction of rooms and halls in school and colleges,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA,RAIGARH(ST),"Construction of School Building, Adarsh Vandana Vidyalay, Urdana Raigarh Barrack No.1",05-Nov-2024,2025-07-29,1831000.0,Work partially Completed,WS/MP18335/2025-2026/150784,,,,,729437.0,1.0,2026-08-25,0,0.3983817586018569,,406.0,0,1,1,0,0.14600860348247963,Detected by Isolation Forest pattern analysis
8016,Normal/Others,"WS/MP251/2025-2026/150786-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Prof Sougata Ray,DUM DUM,"Reconstruction of concrete road from 60 1E to 21, Ram Chandra bagchi lane in ward no 5",24-Dec-2024,2026-03-13,1000000.0,Physical Inspection,WS/MP251/2025-2026/150786,,,2026-03-24,1000000.0,1000000.0,1.0,2026-03-24,1,1.0,,179.0,0,0,1,0,0.2014218611305333,Detected by Isolation Forest pattern analysis
8041,Normal/Others,WS/MP18225/2025-2026/150818-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Rakesh Kumar Yadav S o Ram kuwar Add.- o Punwasi ke ghar ke samne hundpump,06-Nov-2024,2025-04-26,50800.0,Work Completed,WS/MP18225/2025-2026/150818,,,2026-02-10,50781.0,50781.0,1.0,2026-01-19,1,0.9996259842519684,,500.0,0,0,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
8052,Normal/Others,WS/MP18225/2025-2026/150832-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Rakesh Kumar Son of  Ram Prasad Add- Tikriya ke ghar ke samne hundpump,06-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150832,,,,,50781.0,1.0,2026-04-27,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
8054,Normal/Others,WS/MP18225/2025-2026/150834-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Amrit lal Yadav Son of Jagnatth Add- Mehbaan ka purwa Bhaisahana Babaganj ke ghar ke samne hundpump,06-Nov-2024,2025-04-26,50800.0,Work Completed,WS/MP18225/2025-2026/150834,,,2026-02-12,50781.0,50781.0,1.0,2026-01-19,1,0.9996259842519684,,500.0,0,0,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
8055,Normal/Others,WS/MP18225/2025-2026/150835-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Shamm Ahamad Son of Faruk Amahad Add- Alaapur Kalakakar ke ghar ke samne hundpump,06-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150835,,,,,50781.0,1.0,2026-04-16,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
8056,Normal/Others,WS/MP18225/2025-2026/150836-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Amajad Husain Son of Bakrido Add- Parliya yakoobpur ke ghar ke samne hundpump,06-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150836,,,,,50781.0,1.0,2026-04-17,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
8057,Normal/Others,WS/MP18225/2025-2026/150837-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),"Aasha Yadav Wife of Late Pradeep Yadav Add.- Dihawa, Ramdas Patti  ke ghar ke samne hundpump",06-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/150837,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
8089,Normal/Others,WS/MP18248/2024-2025/150921-Construction of buildings for community cultural activities,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),construction of building for cultural activities at Palla ACN Smriti Bidyapith (HS),05-Nov-2024,2025-02-12,700000.0,Vendor Identification,WS/MP18248/2024-2025/150921,,,,,695198.0,1.0,2026-01-21,0,0.99314,,573.0,0,1,1,0,0.2187733355314454,Detected by Isolation Forest pattern analysis
8090,Normal/Others,WS/MP18248/2024-2025/150922-Construction of common work sheds/ common covered sitting area,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),Baidyadanga Girls High Schhol       (HS),05-Nov-2024,2025-03-10,900000.0,Vendor Identification,WS/MP18248/2024-2025/150922,,,,,813051.0,2.0,2026-01-21,0,0.90339,,547.0,0,1,1,0,0.11012426271665315,Detected by Isolation Forest pattern analysis
8221,Normal/Others,WS/MP18225/2025-2026/151079-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Manilal Son of Ram Aurat Patel Add.- Gunait ka purwa Benti ke ghar ke samne hundpump,06-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/151079,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
